,carat,price,cut_Ideal,cut_Premium,color_E,clarity_I1,clarity_SI2,size
362,-0.1011372468908936,2806,0,0,0,0,0,0.0004625601000588919
363,-0.20662095444956474,2806,1,0,0,0,0,5.899854920554178e-07
364,-0.1855242129378305,2807,0,0,0,0,0,1.4475997018139216e-06
365,-0.1855242129378305,2807,0,0,0,0,0,-0.0003731900297673612
366,0.27860410032032223,2807,0,1,0,0,1,0.07267451465234495
367,0.004346460667777534,2808,0,0,0,0,0,0.0043456499471865515
368,-0.20662095444956474,2808,0,0,0,0,0,-4.632521518791674e-05
369,0.4262812909024616,2808,0,0,0,1,0,0.08957634246539027
370,-0.1011372468908936,2808,0,0,0,0,0,3.290389309054806e-05
371,-0.45978185259037524,2808,1,0,1,0,0,-0.025824443862126983
372,-0.14333072991436205,2808,0,0,0,0,0,-2.406543814779916e-05
373,0.02544320217951176,2809,0,0,0,0,0,0.0009571737240065189
374,0.02544320217951176,2809,0,1,0,0,1,0.01041534176977014
375,-0.1855242129378305,2809,0,1,0,0,0,-6.88408317733315e-05
376,0.8482161211371456,2809,0,0,0,1,0,0.8090197474444688
377,-0.20662095444956474,2810,0,0,0,0,0,-0.00014962615759504854
378,-0.20662095444956474,2810,0,0,0,0,0,-0.0002661454548722814
379,-0.12223398840262782,2810,1,0,0,0,1,0.0006169394858676868
380,-0.20662095444956474,2810,0,0,0,0,0,-0.0006377896616512963
381,0.004346460667777534,2810,0,0,0,0,0,0.0035596379873795727
382,-0.1011372468908936,2811,0,0,0,0,0,-3.183415383073155e-05
383,0.06763668520297998,2811,0,0,0,0,0,0.014901474617895085
384,0.4262812909024616,2811,0,0,0,0,0,0.07149187603777678
385,0.40518454939072734,2811,0,0,0,0,1,0.11054084779580789
386,-0.20662095444956474,2812,0,0,0,0,0,-0.00014715604042237762
387,-0.20662095444956474,2812,0,0,0,0,0,-0.00021354707967142055
388,-0.20662095444956474,2812,0,0,1,0,0,-0.0021130689029434605
389,-0.20662095444956474,2812,0,0,0,0,0,-0.00024278133088840727
390,-1.0082971318954645,554,0,1,0,0,0,-1.6979135995594954
391,-1.0082971318954645,554,0,1,0,0,0,-1.6522792773593997
392,-1.0082971318954645,554,1,0,0,0,0,-1.7065822035248832
393,-1.0082971318954645,554,0,1,0,0,0,-1.7713095182827467
394,-1.0082971318954645,554,0,0,0,0,0,-1.587803522967914
395,-1.0082971318954645,554,1,0,0,0,0,-1.5379337968793212
396,-1.050490614918933,554,0,1,0,0,0,-2.0860862992905282
397,-1.050490614918933,554,0,1,0,0,0,-1.7788855594474084
398,-1.050490614918933,554,0,1,0,0,0,-2.059925844013333
399,-1.050490614918933,554,0,0,0,0,0,-1.9346329788344097
